"iid","pid","gender","age","date_like","other_like","date_want","other_want","match","self_attr","self_sinc","self_intel","self_fun","self_amb","other_attr","other_sinc","other_intel","other_fun","other_amb","other_shar","date_attr","date_sinc","date_intel","date_fun","date_amb","date_shar","self_imp_attr","self_imp_sinc","self_imp_intel","self_imp_fun","self_imp_amb","self_imp_shar","other_imp_attr","other_imp_sinc","other_imp_intel","other_imp_fun","other_imp_amb","other_imp_shar"
147,167,"female",26,6,5,0,0,0,8,7,9,8,7,3,6,5,8,2,4,6,6,6,6,6,5,18,18,20,18,16,10,18.6,13.95,18.6,16.28,16.28,16.28
147,168,"female",26,4,5,0,0,0,8,7,9,8,7,4,7,8,7,5,7,4,8,8,4,4,3,18,18,20,18,16,10,11.11,17.78,17.78,17.78,17.78,17.78
147,169,"female",26,7,9,1,1,1,8,7,9,8,7,10,8,8,9,8,NA,8,7,8,7,7,5,18,18,20,18,16,10,17.78,20,17.78,15.56,15.56,13.33
147,170,"female",26,5,6,0,1,0,8,7,9,8,7,7,7,7,6,6,7,4,7,8,4,6,4,18,18,20,18,16,10,16.28,20.93,18.6,18.6,13.95,11.63
147,171,"female",26,5,9,0,0,0,8,7,9,8,7,5,6,7,9,7,4,4,7,9,4,6,3,18,18,20,18,16,10,19.57,10.87,19.57,19.57,19.57,10.87
147,172,"female",26,10,8,1,1,1,8,7,9,8,7,8,4,NA,7,8,6,8,10,10,10,8,8,18,18,20,18,16,10,17.78,17.78,22.22,20,15.56,6.67
147,173,"female",26,6,4,0,0,0,8,7,9,8,7,5,7,5,6,6,4,6,8,8,8,4,5,18,18,20,18,16,10,18.37,18.37,20.41,20.41,16.33,6.12
148,158,"female",27,1,8,0,1,0,8,9,9,9,8,9,8,8,7,7,7,4,8,8,2,6,1,15.09,16.98,16.98,18.87,18.87,13.21,19.05,19.05,19.05,19.05,9.52,14.29
148,159,"female",27,2,6,0,0,0,8,9,9,9,8,7,6,6,5,5,NA,3,8,8,2,7,1,15.09,16.98,16.98,18.87,18.87,13.21,15.91,20.45,20.45,20.45,11.36,11.36
148,160,"female",27,5,7,0,1,0,8,9,9,9,8,7,8,8,8,8,7,7,5,7,8,8,6,15.09,16.98,16.98,18.87,18.87,13.21,16,18,18,18,14,16
148,161,"female",27,4,5,0,0,0,8,9,9,9,8,6,6,8,5,7,5,5,8,8,5,5,1,15.09,16.98,16.98,18.87,18.87,13.21,16.67,18.75,18.75,18.75,18.75,8.33
148,162,"female",27,8,6,0,1,0,8,9,9,9,8,6,6,7,7,6,7,6,8,8,4,9,7,15.09,16.98,16.98,18.87,18.87,13.21,15.22,15.22,19.57,17.39,13.04,19.57
148,163,"female",27,8,7,1,0,0,8,9,9,9,8,8,8,8,7,6,5,7,9,9,8,8,7,15.09,16.98,16.98,18.87,18.87,13.21,12,20,20,20,16,12
148,164,"female",27,4,6,0,0,0,8,9,9,9,8,7,7,7,NA,NA,NA,4,6,7,6,7,2,15.09,16.98,16.98,18.87,18.87,13.21,20.51,23.08,20.51,17.95,2.56,15.38
148,165,"female",27,1,8,0,1,0,8,9,9,9,8,8,8,9,6,9,5,6,7,6,1,5,2,15.09,16.98,16.98,18.87,18.87,13.21,16.67,12.5,20.83,18.75,12.5,18.75
148,166,"female",27,7,8,0,1,0,8,9,9,9,8,8,8,8,8,8,NA,7,8,7,5,5,2,15.09,16.98,16.98,18.87,18.87,13.21,27.78,19.44,19.44,27.78,2.78,2.78
148,167,"female",27,6,5,0,1,0,8,9,9,9,8,6,5,6,5,4,3,3,8,8,5,8,2,15.09,16.98,16.98,18.87,18.87,13.21,18.6,13.95,18.6,16.28,16.28,16.28
148,168,"female",27,5,7,0,1,0,8,9,9,9,8,7,8,8,6,6,5,2,8,8,4,2,2,15.09,16.98,16.98,18.87,18.87,13.21,11.11,17.78,17.78,17.78,17.78,17.78
148,169,"female",27,6,9,1,1,1,8,9,9,9,8,9,9,9,NA,9,NA,8,8,8,5,5,2,15.09,16.98,16.98,18.87,18.87,13.21,17.78,20,17.78,15.56,15.56,13.33
148,170,"female",27,4,6,0,1,0,8,9,9,9,8,6,6,7,5,8,5,3,8,8,4,8,1,15.09,16.98,16.98,18.87,18.87,13.21,16.28,20.93,18.6,18.6,13.95,11.63
148,171,"female",27,9,8,0,1,0,8,9,9,9,8,7,7,7,6,8,6,4,8,8,7,8,5,15.09,16.98,16.98,18.87,18.87,13.21,19.57,10.87,19.57,19.57,19.57,10.87
148,172,"female",27,9,6,0,1,0,8,9,9,9,8,7,4,6,9,8,4,7,8,8,10,10,7,15.09,16.98,16.98,18.87,18.87,13.21,17.78,17.78,22.22,20,15.56,6.67
148,173,"female",27,7,5,0,0,0,8,9,9,9,8,5,8,5,7,6,5,7,9,9,5,8,2,15.09,16.98,16.98,18.87,18.87,13.21,18.37,18.37,20.41,20.41,16.33,6.12
149,158,"female",28,5,8,0,1,0,8,8,8,8,8,9,9,9,8,7,6,6,7,7,4,7,NA,8.51,19.15,19.15,19.15,19.15,14.89,19.05,19.05,19.05,19.05,9.52,14.29
149,159,"female",28,4,7,0,1,0,8,8,8,8,8,8,9,7,7,7,6,4,7,8,4,6,7,8.51,19.15,19.15,19.15,19.15,14.89,15.91,20.45,20.45,20.45,11.36,11.36
149,160,"female",28,8,5,1,1,1,8,8,8,8,8,6,9,9,6,8,NA,9,7,8,8,8,6,8.51,19.15,19.15,19.15,19.15,14.89,16,18,18,18,14,16
149,161,"female",28,7,7,0,0,0,8,8,8,8,8,7,6,7,5,8,7,8,6,8,8,6,8,8.51,19.15,19.15,19.15,19.15,14.89,16.67,18.75,18.75,18.75,18.75,8.33
149,162,"female",28,6,6,0,1,0,8,8,8,8,8,8,6,6,7,7,5,4,8,7,4,8,NA,8.51,19.15,19.15,19.15,19.15,14.89,15.22,15.22,19.57,17.39,13.04,19.57
149,163,"female",28,5,8,0,1,0,8,8,8,8,8,8,8,8,7,7,6,5,6,6,4,4,4,8.51,19.15,19.15,19.15,19.15,14.89,12,20,20,20,16,12
149,164,"female",28,3,5,0,0,0,8,8,8,8,8,6,6,6,6,NA,NA,3,7,8,3,3,3,8.51,19.15,19.15,19.15,19.15,14.89,20.51,23.08,20.51,17.95,2.56,15.38
149,165,"female",28,NA,7,0,1,0,8,8,8,8,8,9,7,9,7,6,5,8,7,6,4,4,NA,8.51,19.15,19.15,19.15,19.15,14.89,16.67,12.5,20.83,18.75,12.5,18.75
149,166,"female",28,7,7,1,1,1,8,8,8,8,8,7,7,7,7,NA,NA,8,5,6,3,7,8,8.51,19.15,19.15,19.15,19.15,14.89,27.78,19.44,19.44,27.78,2.78,2.78
149,167,"female",28,5,7,0,1,0,8,8,8,8,8,6,6,6,5,4,4,4,6,7,7,5,8,8.51,19.15,19.15,19.15,19.15,14.89,18.6,13.95,18.6,16.28,16.28,16.28
149,168,"female",28,4,6,0,0,0,8,8,8,8,8,5,6,6,6,6,6,4,7,8,4,7,NA,8.51,19.15,19.15,19.15,19.15,14.89,11.11,17.78,17.78,17.78,17.78,17.78
149,169,"female",28,7,9,1,0,0,8,8,8,8,8,9,8,9,8,8,8,8,7,8,7,7,8,8.51,19.15,19.15,19.15,19.15,14.89,17.78,20,17.78,15.56,15.56,13.33
149,170,"female",28,4,6,0,1,0,8,8,8,8,8,7,7,7,6,6,6,4,8,7,4,8,NA,8.51,19.15,19.15,19.15,19.15,14.89,16.28,20.93,18.6,18.6,13.95,11.63
149,171,"female",28,7,9,1,1,1,8,8,8,8,8,8,7,8,6,9,10,6,8,8,6,7,NA,8.51,19.15,19.15,19.15,19.15,14.89,19.57,10.87,19.57,19.57,19.57,10.87
149,172,"female",28,7,6,1,1,1,8,8,8,8,8,6,4,7,5,6,7,7,7,7,6,6,6,8.51,19.15,19.15,19.15,19.15,14.89,17.78,17.78,22.22,20,15.56,6.67
149,173,"female",28,6,8,1,1,1,8,8,8,8,8,8,8,8,8,7,8,5,8,8,7,4,NA,8.51,19.15,19.15,19.15,19.15,14.89,18.37,18.37,20.41,20.41,16.33,6.12
150,158,"female",31,5,9,0,1,0,7,9,9,8,8,10,8,9,7,7,7,5,5,8,6,9,NA,12,20,20,20,14,14,19.05,19.05,19.05,19.05,9.52,14.29
150,159,"female",31,7,8,0,1,0,7,9,9,8,8,8,9,9,8,8,5,5,8,10,8,8,NA,12,20,20,20,14,14,15.91,20.45,20.45,20.45,11.36,11.36
150,160,"female",31,7,7,0,1,0,7,9,9,8,8,7,10,9,8,8,3,9,7,7,7,7,2,12,20,20,20,14,14,16,18,18,18,14,16
150,161,"female",31,7,6,0,0,0,7,9,9,8,8,8,8,10,8,6,5,8,5,8,8,8,7,12,20,20,20,14,14,16.67,18.75,18.75,18.75,18.75,8.33
150,162,"female",31,7,5,0,0,0,7,9,9,8,8,6,9,8,5,6,3,6,6,7,6,6,5,12,20,20,20,14,14,15.22,15.22,19.57,17.39,13.04,19.57
150,163,"female",31,7,8,0,1,0,7,9,9,8,8,9,9,9,8,8,5,7,7,8,8,6,NA,12,20,20,20,14,14,12,20,20,20,16,12
150,164,"female",31,7,9,0,1,0,7,9,9,8,8,9,10,9,9,NA,9,8,7,6,7,6,7,12,20,20,20,14,14,20.51,23.08,20.51,17.95,2.56,15.38
150,165,"female",31,7,8,1,1,1,7,9,9,8,8,8,10,9,8,8,7,9,8,8,7,8,NA,12,20,20,20,14,14,16.67,12.5,20.83,18.75,12.5,18.75
150,166,"female",31,5,7,0,0,0,7,9,9,8,8,5,7,9,8,9,NA,6,5,6,5,8,NA,12,20,20,20,14,14,27.78,19.44,19.44,27.78,2.78,2.78
150,167,"female",31,7,6,1,1,1,7,9,9,8,8,7,5,6,7,5,4,7,7,8,8,8,8,12,20,20,20,14,14,18.6,13.95,18.6,16.28,16.28,16.28
150,168,"female",31,8,7,0,1,0,7,9,9,8,8,8,7,7,7,7,7,7,8,8,8,8,NA,12,20,20,20,14,14,11.11,17.78,17.78,17.78,17.78,17.78
150,169,"female",31,9,8,1,0,0,7,9,9,8,8,7,8,9,7,9,8,9,9,9,9,9,7,12,20,20,20,14,14,17.78,20,17.78,15.56,15.56,13.33
150,170,"female",31,8,6,0,1,0,7,9,9,8,8,6,7,7,7,6,7,5,6,9,6,9,3,12,20,20,20,14,14,16.28,20.93,18.6,18.6,13.95,11.63
150,171,"female",31,7,7,0,1,0,7,9,9,8,8,7,9,9,7,8,5,6,7,9,6,9,NA,12,20,20,20,14,14,19.57,10.87,19.57,19.57,19.57,10.87
150,172,"female",31,7,3,0,0,0,7,9,9,8,8,4,6,8,4,6,3,6,7,8,7,8,NA,12,20,20,20,14,14,17.78,17.78,22.22,20,15.56,6.67
150,173,"female",31,8,6,0,1,0,7,9,9,8,8,7,7,7,7,7,5,6,8,8,8,8,NA,12,20,20,20,14,14,18.37,18.37,20.41,20.41,16.33,6.12
151,158,"female",28,2,9,0,1,0,9,10,10,10,8,10,8,8,9,7,6,4,5,5,1,3,1,14.55,16.36,18.18,18.18,16.36,16.36,19.05,19.05,19.05,19.05,9.52,14.29
151,159,"female",28,6,7,0,1,0,9,10,10,10,8,8,8,7,7,7,NA,3,7,7,4,6,5,14.55,16.36,18.18,18.18,16.36,16.36,15.91,20.45,20.45,20.45,11.36,11.36
151,160,"female",28,6,8,0,1,0,9,10,10,10,8,8,8,NA,8,7,8,8,6,8,7,7,6,14.55,16.36,18.18,18.18,16.36,16.36,16,18,18,18,14,16
151,161,"female",28,9,8,0,1,0,9,10,10,10,8,10,8,8,9,8,5,9,7,8,8,7,7,14.55,16.36,18.18,18.18,16.36,16.36,16.67,18.75,18.75,18.75,18.75,8.33
151,162,"female",28,8,9,1,1,1,9,10,10,10,8,8,7,7,7,6,9,9,8,7,7,6,9,14.55,16.36,18.18,18.18,16.36,16.36,15.22,15.22,19.57,17.39,13.04,19.57
151,163,"female",28,7.5,8,0,1,0,9,10,10,10,8,8,9,8,7,6,5,7,5,7,8,7,7,14.55,16.36,18.18,18.18,16.36,16.36,12,20,20,20,16,12
151,164,"female",28,7,7,0,1,0,9,10,10,10,8,9,9,7,9,NA,NA,6,8,8,5,7,8,14.55,16.36,18.18,18.18,16.36,16.36,20.51,23.08,20.51,17.95,2.56,15.38
151,165,"female",28,4,6,0,0,0,9,10,10,10,8,10,9,8,10,7,3,8,5,5,4,6,5,14.55,16.36,18.18,18.18,16.36,16.36,16.67,12.5,20.83,18.75,12.5,18.75
151,166,"female",28,5,NA,0,0,0,9,10,10,10,8,8,8,8,8,NA,NA,6,4,6,6,5,6,14.55,16.36,18.18,18.18,16.36,16.36,27.78,19.44,19.44,27.78,2.78,2.78
151,167,"female",28,3,7,0,1,0,9,10,10,10,8,8,8,5,4,3,4,6,3,6,5,4,7,14.55,16.36,18.18,18.18,16.36,16.36,18.6,13.95,18.6,16.28,16.28,16.28
151,168,"female",28,4,8,0,1,0,9,10,10,10,8,9,8,7,7,8,7,6,3,7,4,5,4,14.55,16.36,18.18,18.18,16.36,16.36,11.11,17.78,17.78,17.78,17.78,17.78
151,169,"female",28,7,9,0,1,0,9,10,10,10,8,9,9,9,9,8,7,7,8,7,7,7,NA,14.55,16.36,18.18,18.18,16.36,16.36,17.78,20,17.78,15.56,15.56,13.33
151,170,"female",28,4,7,0,1,0,9,10,10,10,8,8,7,7,8,7,5,3,8,8,3,7,2,14.55,16.36,18.18,18.18,16.36,16.36,16.28,20.93,18.6,18.6,13.95,11.63
151,171,"female",28,5,8,0,1,0,9,10,10,10,8,9,9,8,8,7,6,5,7,6,5,7,NA,14.55,16.36,18.18,18.18,16.36,16.36,19.57,10.87,19.57,19.57,19.57,10.87
151,172,"female",28,7,6,0,1,0,9,10,10,10,8,8,7,8,6,8,6,7,8,7,6,7,8,14.55,16.36,18.18,18.18,16.36,16.36,17.78,17.78,22.22,20,15.56,6.67
151,173,"female",28,9,8,1,1,1,9,10,10,10,8,9,8,7,8,7,7,8,7,8,9,6,10,14.55,16.36,18.18,18.18,16.36,16.36,18.37,18.37,20.41,20.41,16.33,6.12
152,158,"female",27,6,8,0,1,0,7,9,10,8,8,9,9,8,7,7,6,6,7,7,6,8,6,14,20,20,14,18,14,19.05,19.05,19.05,19.05,9.52,14.29
152,159,"female",27,5,5,0,0,0,7,9,10,8,8,7,7,7,5,NA,3,4,6,5,4,NA,NA,14,20,20,14,18,14,15.91,20.45,20.45,20.45,11.36,11.36
152,160,"female",27,6,5,0,0,0,7,9,10,8,8,7,9,10,6,9,3,6,8,7,7,7,4,14,20,20,14,18,14,16,18,18,18,14,16
152,161,"female",27,8,6,1,0,0,7,9,10,8,8,7,10,9,6,5,2,8,8,8,8,9,9,14,20,20,14,18,14,16.67,18.75,18.75,18.75,18.75,8.33
152,162,"female",27,7,4,0,0,0,7,9,10,8,8,6,7,7,5,6,4,5,6,8,7,NA,8,14,20,20,14,18,14,15.22,15.22,19.57,17.39,13.04,19.57
152,163,"female",27,NA,5,0,0,0,7,9,10,8,8,6,8,8,6,7,5,7,8,7,7,6,8,14,20,20,14,18,14,12,20,20,20,16,12
152,164,"female",27,7,7,1,1,1,7,9,10,8,8,8,9,9,NA,NA,NA,6,8,8,7,NA,9,14,20,20,14,18,14,20.51,23.08,20.51,17.95,2.56,15.38
152,165,"female",27,9,7,1,1,1,7,9,10,8,8,8,9,10,5,9,5,8,8,7,8,8,9,14,20,20,14,18,14,16.67,12.5,20.83,18.75,12.5,18.75
152,166,"female",27,5,7,0,0,0,7,9,10,8,8,8,8,NA,5,NA,NA,5,5,6,5,NA,7,14,20,20,14,18,14,27.78,19.44,19.44,27.78,2.78,2.78
152,167,"female",27,NA,7,1,1,1,7,9,10,8,8,7,8,8,6,5,3,7,9,8,8,8,7,14,20,20,14,18,14,18.6,13.95,18.6,16.28,16.28,16.28
152,168,"female",27,6,7,0,1,0,7,9,10,8,8,7,7,7,7,7,6,4,7,7,6,7,5,14,20,20,14,18,14,11.11,17.78,17.78,17.78,17.78,17.78
152,169,"female",27,8,8,1,0,0,7,9,10,8,8,10,9,8,7,8,6,8,9,9,8,8,6,14,20,20,14,18,14,17.78,20,17.78,15.56,15.56,13.33
152,170,"female",27,6,4,0,0,0,7,9,10,8,8,5,7,6,5,6,5,4,6,7,6,8,NA,14,20,20,14,18,14,16.28,20.93,18.6,18.6,13.95,11.63
152,171,"female",27,7,7,0,1,0,7,9,10,8,8,7,7,8,5,7,4,6,7,8,8,NA,8,14,20,20,14,18,14,19.57,10.87,19.57,19.57,19.57,10.87
152,172,"female",27,7,6,0,1,0,7,9,10,8,8,7,8,8,4,6,3,6,8,7,8,9,NA,14,20,20,14,18,14,17.78,17.78,22.22,20,15.56,6.67
152,173,"female",27,7,5,0,0,0,7,9,10,8,8,5,5,5,5,5,5,5,8,8,6,7,7,14,20,20,14,18,14,18.37,18.37,20.41,20.41,16.33,6.12
153,158,"female",28,5,7,0,1,0,7,7,7,6,6,7,9,8,6,7,6,6,6,8,6,NA,NA,9.76,19.51,19.51,14.63,19.51,17.07,19.05,19.05,19.05,19.05,9.52,14.29
153,159,"female",28,5,7,1,1,1,7,7,7,6,6,7,7,7,6,6,5,5,5,6,8,NA,5,9.76,19.51,19.51,14.63,19.51,17.07,15.91,20.45,20.45,20.45,11.36,11.36
153,160,"female",28,5,4,0,0,0,7,7,7,6,6,7,9,8,6,7,2,5,6,6,6,6,NA,9.76,19.51,19.51,14.63,19.51,17.07,16,18,18,18,14,16
153,161,"female",28,5,5,1,0,0,7,7,7,6,6,7,9,6,6,5,3,7,7,7,7,NA,6,9.76,19.51,19.51,14.63,19.51,17.07,16.67,18.75,18.75,18.75,18.75,8.33
153,162,"female",28,5,4,1,0,0,7,7,7,6,6,5,7,6,3,7,3,5,5,7,6,7,6,9.76,19.51,19.51,14.63,19.51,17.07,15.22,15.22,19.57,17.39,13.04,19.57
153,163,"female",28,8,8,1,1,1,7,7,7,6,6,8,10,8,8,8,6,8,8,8,8,6,7,9.76,19.51,19.51,14.63,19.51,17.07,12,20,20,20,16,12
153,164,"female",28,7,7,1,0,0,7,7,7,6,6,7,8,8,6,NA,6,6,6,7,7,NA,6,9.76,19.51,19.51,14.63,19.51,17.07,20.51,23.08,20.51,17.95,2.56,15.38
153,165,"female",28,5,5,0,0,0,7,7,7,6,6,7,8,8,6,7,5,5,5,5,5,NA,6,9.76,19.51,19.51,14.63,19.51,17.07,16.67,12.5,20.83,18.75,12.5,18.75
153,166,"female",28,4,5,0,0,0,7,7,7,6,6,6,7,7,4,NA,NA,4,4,5,4,NA,NA,9.76,19.51,19.51,14.63,19.51,17.07,27.78,19.44,19.44,27.78,2.78,2.78
153,167,"female",28,5,4,1,0,0,7,7,7,6,6,4,8,6,5,6,4,5,6,7,7,NA,5,9.76,19.51,19.51,14.63,19.51,17.07,18.6,13.95,18.6,16.28,16.28,16.28
153,168,"female",28,6,6,1,0,0,7,7,7,6,6,7,7,7,6,6,5,5,6,6,6,NA,NA,9.76,19.51,19.51,14.63,19.51,17.07,11.11,17.78,17.78,17.78,17.78,17.78
153,169,"female",28,7,8,1,0,0,7,7,7,6,6,9,10,8,7,8,6,7,7,7,7,NA,6,9.76,19.51,19.51,14.63,19.51,17.07,17.78,20,17.78,15.56,15.56,13.33
153,170,"female",28,4,6,0,1,0,7,7,7,6,6,5,7,7,6,5,7,5,5,7,5,NA,4,9.76,19.51,19.51,14.63,19.51,17.07,16.28,20.93,18.6,18.6,13.95,11.63
153,171,"female",28,5,6,1,1,1,7,7,7,6,6,6,8,8,6,7,4,6,6,7,7,7,NA,9.76,19.51,19.51,14.63,19.51,17.07,19.57,10.87,19.57,19.57,19.57,10.87
153,172,"female",28,6,4,1,0,0,7,7,7,6,6,4,6,8,2,NA,1,6,5,6,6,7,NA,9.76,19.51,19.51,14.63,19.51,17.07,17.78,17.78,22.22,20,15.56,6.67
153,173,"female",28,5,5,0,0,0,7,7,7,6,6,5,5,5,5,5,5,5,5,6,6,NA,NA,9.76,19.51,19.51,14.63,19.51,17.07,18.37,18.37,20.41,20.41,16.33,6.12
154,158,"female",27,5,8,0,1,0,8,9,9,9,9,9,9,7,8,7,6,5,8,10,5,8,7,15.38,17.31,17.31,17.31,17.31,15.38,19.05,19.05,19.05,19.05,9.52,14.29
154,159,"female",27,7,7,0,1,0,8,9,9,9,9,7,8,7,7,8,6,6,8,9,8,9,5,15.38,17.31,17.31,17.31,17.31,15.38,15.91,20.45,20.45,20.45,11.36,11.36
154,160,"female",27,8,7,0,1,0,8,9,9,9,9,8,8,8,7,8,7,9,9,9,9,9,9,15.38,17.31,17.31,17.31,17.31,15.38,16,18,18,18,14,16
154,161,"female",27,8,8,1,1,1,8,9,9,9,9,9,9,8,9,7,6,10,8,9,9,8,6,15.38,17.31,17.31,17.31,17.31,15.38,16.67,18.75,18.75,18.75,18.75,8.33
154,162,"female",27,5,4,0,0,0,8,9,9,9,9,7,6,7,6,7,3,5,8,8,7,7,2,15.38,17.31,17.31,17.31,17.31,15.38,15.22,15.22,19.57,17.39,13.04,19.57
154,163,"female",27,8,7,1,1,1,8,9,9,9,9,8,10,8,8,7,5,9,9,8,9,8,6,15.38,17.31,17.31,17.31,17.31,15.38,12,20,20,20,16,12
154,164,"female",27,7,6,0,0,0,8,9,9,9,9,8,7,7,NA,NA,NA,7,9,9,9,7,5,15.38,17.31,17.31,17.31,17.31,15.38,20.51,23.08,20.51,17.95,2.56,15.38
154,165,"female",27,5,5,0,0,0,8,9,9,9,9,10,8,8,8,10,3,7,9,7,5,5,4,15.38,17.31,17.31,17.31,17.31,15.38,16.67,12.5,20.83,18.75,12.5,18.75
154,166,"female",27,8,7,1,1,1,8,9,9,9,9,7,7,7,7,NA,NA,9,9,9,9,9,7,15.38,17.31,17.31,17.31,17.31,15.38,27.78,19.44,19.44,27.78,2.78,2.78
154,167,"female",27,8,6,0,1,0,8,9,9,9,9,5,7,7,6,6,6,8,8,8,8,8,8,15.38,17.31,17.31,17.31,17.31,15.38,18.6,13.95,18.6,16.28,16.28,16.28
154,168,"female",27,5,9,0,1,0,8,9,9,9,9,8,8,8,8,8,8,5,9,7,5,7,5,15.38,17.31,17.31,17.31,17.31,15.38,11.11,17.78,17.78,17.78,17.78,17.78
154,169,"female",27,8,10,1,1,1,8,9,9,9,9,10,9,9,9,9,10,9,9,9,9,8,9,15.38,17.31,17.31,17.31,17.31,15.38,17.78,20,17.78,15.56,15.56,13.33
154,170,"female",27,6,6,0,1,0,8,9,9,9,9,6,6,7,5,7,7,6,10,10,5,9,6,15.38,17.31,17.31,17.31,17.31,15.38,16.28,20.93,18.6,18.6,13.95,11.63
154,171,"female",27,8,8,1,1,1,8,9,9,9,9,9,7,8,8,10,5,8,9,9,8,8,8,15.38,17.31,17.31,17.31,17.31,15.38,19.57,10.87,19.57,19.57,19.57,10.87
154,172,"female",27,8,6,1,1,1,8,9,9,9,9,7,8,8,5,6,6,9,10,10,10,10,8,15.38,17.31,17.31,17.31,17.31,15.38,17.78,17.78,22.22,20,15.56,6.67
154,173,"female",27,8,7,1,1,1,8,9,9,9,9,6,7,6,7,6,6,9,9,10,9,9,7,15.38,17.31,17.31,17.31,17.31,15.38,18.37,18.37,20.41,20.41,16.33,6.12
155,158,"female",27,2,9,0,1,0,7,10,8,6,9,10,9,9,8,7,7,2,6,7,2,7,2,15.09,18.87,18.87,16.98,16.98,13.21,19.05,19.05,19.05,19.05,9.52,14.29
155,159,"female",27,1,7,0,1,0,7,10,8,6,9,7,9,8,7,5,NA,1,4,6,3,6,2,15.09,18.87,18.87,16.98,16.98,13.21,15.91,20.45,20.45,20.45,11.36,11.36
155,160,"female",27,6,6,0,0,0,7,10,8,6,9,7,8,8,8,NA,NA,7,7,6,7,6,6,15.09,18.87,18.87,16.98,16.98,13.21,16,18,18,18,14,16
155,161,"female",27,7,7,1,1,1,7,10,8,6,9,7,8,8,10,7,6,8,7,7,8,7,5,15.09,18.87,18.87,16.98,16.98,13.21,16.67,18.75,18.75,18.75,18.75,8.33
155,162,"female",27,3,4,0,0,0,7,10,8,6,9,6,5,3,4,7,3,2,4,6,4,6,3,15.09,18.87,18.87,16.98,16.98,13.21,15.22,15.22,19.57,17.39,13.04,19.57
155,163,"female",27,6,7,0,0,0,7,10,8,6,9,8,6,6,6,6,7,6,7,6,6,5,7,15.09,18.87,18.87,16.98,16.98,13.21,12,20,20,20,16,12
155,164,"female",27,8,7,0,0,0,7,10,8,6,9,5,10,8,NA,7,5,6,8,7,7,8,8,15.09,18.87,18.87,16.98,16.98,13.21,20.51,23.08,20.51,17.95,2.56,15.38
155,165,"female",27,5,6,0,0,0,7,10,8,6,9,9,9,8,6,5,5,7,6,5,6,4,5,15.09,18.87,18.87,16.98,16.98,13.21,16.67,12.5,20.83,18.75,12.5,18.75
155,166,"female",27,5,7,0,1,0,7,10,8,6,9,7,7,7,7,NA,NA,8,7,7,6,6,5,15.09,18.87,18.87,16.98,16.98,13.21,27.78,19.44,19.44,27.78,2.78,2.78
155,167,"female",27,4,6,0,1,0,7,10,8,6,9,6,6,5,4,4,3,5,5,6,6,6,3,15.09,18.87,18.87,16.98,16.98,13.21,18.6,13.95,18.6,16.28,16.28,16.28
155,168,"female",27,4,7,0,1,0,7,10,8,6,9,7,7,7,7,7,7,3,6,4,6,6,3,15.09,18.87,18.87,16.98,16.98,13.21,11.11,17.78,17.78,17.78,17.78,17.78
155,169,"female",27,8,8,1,0,0,7,10,8,6,9,9,8,8,8,8,8,8,8,8,7,8,6,15.09,18.87,18.87,16.98,16.98,13.21,17.78,20,17.78,15.56,15.56,13.33
155,170,"female",27,8,6,0,1,0,7,10,8,6,9,6,7,7,6,6,6,2,8,8,3,8,6,15.09,18.87,18.87,16.98,16.98,13.21,16.28,20.93,18.6,18.6,13.95,11.63
155,171,"female",27,5,8,0,1,0,7,10,8,6,9,10,8,8,8,9,6,4,7,7,4,8,5,15.09,18.87,18.87,16.98,16.98,13.21,19.57,10.87,19.57,19.57,19.57,10.87
155,172,"female",27,6,5,0,0,0,7,10,8,6,9,5,6,6,4,5,5,5,8,8,6,7,7,15.09,18.87,18.87,16.98,16.98,13.21,17.78,17.78,22.22,20,15.56,6.67
155,173,"female",27,5,6,0,1,0,7,10,8,6,9,6,7,7,8,7,5,3,8,8,4,8,6,15.09,18.87,18.87,16.98,16.98,13.21,18.37,18.37,20.41,20.41,16.33,6.12
156,158,"female",30,3,8,0,1,0,8,10,9,10,10,9,8,8,8,7,6,4,7,10,3,10,3,14,18,16,18,18,16,19.05,19.05,19.05,19.05,9.52,14.29
156,159,"female",30,3,5,0,0,0,8,10,9,10,10,6,7,7,5,5,NA,3,10,10,6,10,3,14,18,16,18,18,16,15.91,20.45,20.45,20.45,11.36,11.36
156,160,"female",30,8,8,1,1,1,8,10,9,10,10,8,10,8,9,9,10,7,10,10,9,10,10,14,18,16,18,18,16,16,18,18,18,14,16
156,161,"female",30,8,5,1,0,0,8,10,9,10,10,7,9,10,8,8,4,8,9,10,7,9,5,14,18,16,18,18,16,16.67,18.75,18.75,18.75,18.75,8.33
156,162,"female",30,4,6,0,1,0,8,10,9,10,10,5,7,7,5,9,6,7,6,10,3,8,10,14,18,16,18,18,16,15.22,15.22,19.57,17.39,13.04,19.57
156,163,"female",30,7,8,1,1,1,8,10,9,10,10,8,9,9,8,8,8,6,9,10,7,10,8,14,18,16,18,18,16,12,20,20,20,16,12
156,164,"female",30,6,7,0,0,0,8,10,9,10,10,8,8,10,7,9,5,7,9,10,6,10,6,14,18,16,18,18,16,20.51,23.08,20.51,17.95,2.56,15.38
156,165,"female",30,5,6,0,0,0,8,10,9,10,10,7,8,7,7,8,6,8,5,10,7,8,6,14,18,16,18,18,16,16.67,12.5,20.83,18.75,12.5,18.75
